timestamp,case_id,case_directory_name,input_path,task,mode,preprocessing_status,model_name,weights_path,classification_model_name,classification_weights_path,segmentation_model_name,segmentation_weights_path,predicted_label,predicted_probability,segmentation_mask_path,qc_image_path,classification_json_path,output_directory,status,error_message
2026-01-01 00:00:00,example.nii.gz,example.nii.gz,fuse_examples/imaging/oai_example/data/example.nii.gz,all,single,success,unet3d_segmentation+classification,seg=fuse_examples/imaging/oai_example/weights/segmentation_model.ckpt;cls=fuse_examples/imaging/oai_example/weights/classification_model.ckpt,unet3d_classification,fuse_examples/imaging/oai_example/weights/classification_model.ckpt,unet3d_segmentation,fuse_examples/imaging/oai_example/weights/segmentation_model.ckpt,1,0.9999701976776123,fuse_examples/imaging/oai_example/mcp_inference/results/session/example.nii.gz/segmentation_mask.nii.gz,fuse_examples/imaging/oai_example/mcp_inference/results/session/example.nii.gz/segmentation_qc.png,fuse_examples/imaging/oai_example/mcp_inference/results/session/example.nii.gz/classification.json,fuse_examples/imaging/oai_example/mcp_inference/results/session/example.nii.gz,success,
